id,time_worked,avg_action_time,Input,Move From To,Nonproduction,Paste,Remove/Cut,Replace,count_letters,count_special_chars,final_word_count
8d3b6795,1761963,101.45295950155763,2998,0,134,0,73,5,2620,1684,463
8d903f39,1736870,66.37536112257531,4075,0,456,0,306,9,3623,4609,631
8daafc96,1709106,101.32146788990826,2266,0,84,0,372,3,2249,1233,302
8db72601,1794202,76.17498110355253,4598,0,2648,0,692,0,4149,22388,701
8dffc9eb,1710340,83.90369181380417,1519,0,237,0,98,15,1426,2277,229
8e3e91d8,1785854,115.00161160354553,2275,0,57,0,147,3,1962,972,362
8e4e584c,1750738,76.64794338788147,1666,0,463,0,132,0,1444,4058,260
8e5a0aed,1800420,99.27070828331333,2678,0,340,0,313,1,2411,3315,417
8e884143,1685103,90.5395886165117,2929,0,116,0,504,0,2881,1654,413
8eafea92,1740573,106.02995453329767,2934,0,177,0,627,1,2914,2094,377
8ec38d5b,1767106,70.25111111111111,3774,0,490,0,1586,0,4293,4987,384
8ee8c46c,1639849,110.44345238095238,530,0,89,1,50,2,474,856,73
8eec804b,1829007,141.7675283979632,4165,0,298,0,638,5,3911,3416,585
8ef881b4,1610622,75.18076208178438,1934,0,90,0,121,7,1719,1128,287
8efb813b,1826568,115.08408282786029,4412,0,118,0,251,0,3725,1882,726
8efca562,2854054,79.19274153997057,1674,0,284,0,81,0,1415,2612,282
8f05fb9e,1740323,112.85264735264735,1705,0,94,0,203,0,1494,1166,289
8f126cea,1492582,99.52279846849983,2606,0,65,0,202,0,2190,1138,424
8f157bd6,1801083,121.69047619047619,1298,0,290,0,134,0,1043,2709,200
8f72687a,1808140,102.1484375,1528,0,67,0,69,0,1206,927,262
8f92a24d,1787037,109.7668782458165,3411,0,1367,0,418,3,3151,11678,497
8f9c0813,1785308,92.0882245716369,2131,0,66,0,546,0,2140,1065,279
8fbd833d,1130521,91.71351351351352,1857,0,153,0,395,0,1725,1751,262
8fbd8fb3,1618082,105.16039685820587,1983,0,303,0,133,0,1719,2830,313
8fdc8601,1805592,99.85789049919485,1982,0,90,0,409,3,2153,1248,239
8feba1fd,1752647,69.322563274098,2651,0,180,0,882,1,2845,2141,304
8ff8bf8a,1734075,83.90743338008416,1637,0,294,0,207,1,1538,2668,222
8fffe644,1856198,151.24970553592462,2016,0,48,0,483,0,2053,849,268
9022e4d4,1768481,96.15800115540151,2933,0,233,0,296,0,3605,2723,242
90269dde,1698318,95.64976364417706,3704,0,212,1,735,2,3584,2670,539
9034ff83,1796293,107.9575339914323,4422,0,168,3,776,0,10604,4927,590
9059cc2e,1765879,113.99186716367333,2309,0,240,0,402,0,2250,2381,296
9060dbf2,1743883,78.69375326257178,3365,0,1515,0,864,3,3680,12934,382
90911337,1755412,72.54922166191625,3789,0,124,0,644,4,3789,1913,507
90b4a05d,1813854,140.75445643986944,3381,0,129,0,473,0,3134,1865,512
9116f319,1797076,130.70013947001394,1905,0,41,0,205,0,1680,758,298
911a0eed,1780879,85.1924088688463,2159,0,217,0,285,0,2078,2104,243
91849925,1784514,98.01324942033786,2799,0,70,0,150,0,2364,1145,435
918a665d,1620956,89.10855949895615,2126,0,104,0,165,0,1816,1307,339
92122c61,1864651,102.48590067340068,3629,0,205,1,916,1,3929,2454,413
9238a345,1675062,93.74344436569808,1224,0,96,0,91,0,1042,1041,211
9259b9ef,1799039,64.11773298276366,2474,0,293,0,656,0,2559,2928,300
92aedf7d,1802143,93.69650468883205,1765,0,425,1,153,2,1560,3858,256
93274056,1789870,107.5689338235294,3413,0,97,0,842,0,3461,1570,445
932df7b4,1799445,107.38898045679304,2841,0,1014,0,392,0,2805,8767,407
93348ad7,1833087,67.45211236452113,3359,0,538,0,623,1,3211,5086,453
9347ef4c,1571439,91.84527687296416,1143,0,475,0,224,0,1073,4094,155
934d3907,1807041,115.95288921604711,4600,0,128,1,705,0,4256,2075,681
935529e4,1736320,77.68261868300154,4726,0,77,2,419,0,4028,1737,861
9387663a,1396882,105.57262996941895,1199,0,18,0,91,0,1033,405,201
93e42795,1542769,157.07303182579565,5328,0,172,0,468,2,4706,2565,835
9482dac7,1820371,117.48000963391137,3091,0,391,0,670,0,1414,5475,205
949b4349,1840212,106.34817100044073,1811,0,150,0,308,0,1684,1635,269
94dc3440,3086451,76.89840470193116,1929,0,219,0,234,0,1742,2248,271
94dc4f03,1784493,91.19384974698326,2124,0,216,0,229,0,1822,2259,357
94f762ff,1767405,132.40220713073006,4325,0,646,0,919,0,4440,6290,526
954b0e6c,1719857,79.74135667396061,2098,0,4067,1,684,5,2515,33138,219
95539d95,1786719,74.54106935296397,1915,0,3102,0,131,14,1701,25346,286
955ea377,1745881,73.83903106075405,3354,0,994,0,768,3,3515,8831,401
95acfe17,1549544,65.24121779859485,389,0,12,0,26,0,332,179,67
95bae1f0,1672249,113.11143984220907,3331,0,61,0,664,0,3231,1252,424
95c6b90e,1637869,89.0350527215731,2756,0,486,0,267,0,2365,4546,452
95d8de34,1757683,67.92638851979804,3350,0,69,0,344,0,2920,1326,592
960d5df5,1838023,83.40467234211047,4298,0,89,0,656,8,4282,1787,566
967a0499,1010771,99.14639071176174,1680,0,59,0,242,0,1522,872,253
96bb51b6,1521596,112.19209702660407,2187,0,213,0,153,3,1891,2183,327
96d0af80,1858208,110.3447934701954,2854,0,637,1,532,19,3045,5877,351
96d5d232,1639862,77.59701492537313,3294,0,90,0,100,0,2655,1459,606
96d9d49e,1752771,72.47267404033832,2626,0,250,0,195,3,2331,2642,419
96e4825f,1787070,138.69065952460662,4860,0,230,0,879,5,4570,3108,722
96efda3b,1953630,102.25740740740741,1386,0,1220,0,90,4,1173,10120,232
972581fa,1760303,89.33773489080751,1840,0,35,0,94,0,1378,836,288
978aa7a7,1768288,96.5923518164436,2249,0,129,0,237,0,2063,1517,337
9790b0fa,1703186,111.28957196207986,2954,0,67,0,459,1,2830,1149,380
979e6e7e,1588064,104.85474424053105,1964,0,262,0,327,8,1927,2626,283
98058f5d,1750440,133.01980893509412,5650,0,467,0,1000,1,5417,4982,805
9824217b,1671555,94.43266832917706,1355,0,131,0,118,0,1144,1377,212
986b594d,1785377,77.8715656345399,3267,0,301,1,1005,12,4120,3416,283
98e0b921,1734826,89.61615747385687,3999,0,161,4,713,0,4971,2637,531
98ea47d5,1766736,96.2813627254509,2037,0,197,0,253,8,1891,2098,304
99067006,1763759,105.69299610894942,2209,0,85,0,272,4,2080,1235,316
99087dfb,1759381,91.78035264483627,1767,0,24,0,194,0,1551,602,292
991029d7,1793524,109.47885646217986,3197,0,348,0,1492,0,4236,3318,287
991b0a60,1792974,97.01011073663939,1772,0,184,0,121,0,1479,1896,317
9943adf2,1743846,127.5887159533074,1759,0,454,2,355,0,2294,4271,272
994c1a12,1741745,89.7683447098976,2140,0,69,0,135,0,1833,994,365
994f202a,1774659,64.31170382165605,2116,0,63,0,333,0,1921,1032,324
995c445c,1946725,75.5944401143154,3029,0,333,0,481,6,3091,3312,383
999246d1,1437831,89.36963258078796,1739,0,163,0,357,0,1656,1744,257
9999c95a,1768008,149.30811232449298,1173,0,45,1,63,0,999,626,201
99d9c99c,1712020,103.67883211678833,2594,0,92,0,191,0,2196,1325,435
9a2ed914,1802035,71.32328916318751,4587,0,76,0,842,4,4562,1664,613
9a6032c9,1796275,120.06158711037494,4938,0,934,0,769,0,4518,8661,757
9a66339b,1778187,87.0187637969095,3881,0,73,0,575,1,3613,1437,524
9ab68076,1789736,95.46677050882658,1699,0,141,0,86,0,1368,1551,288
9ad6f093,1825908,89.19905660377358,1605,0,104,0,411,0,1561,1287,204
9af2bc7c,1770966,72.9561977873109,3886,0,87,0,456,0,3505,1533,587
9af83860,1799177,124.8767959770115,4767,0,165,0,635,1,4372,2356,697
9b1f39a7,1768190,67.42144122858831,2616,0,106,0,664,0,2683,1445,309
9b3a64d9,1857128,84.96385324417133,3513,0,1165,1,854,0,4032,10270,459
9bb707cb,1792948,87.05025357307515,1554,0,282,0,333,0,1390,2753,208
9c4404a6,1894569,85.3296903460838,1452,0,108,2,85,0,1197,1217,263
9c4627b3,1798916,83.64584436209634,1521,0,132,0,235,1,1401,1430,214
9c505fff,1737558,96.9433930942895,5197,0,136,0,689,2,4891,2395,739
9c5131cf,1728020,117.68037602820212,2156,0,143,0,254,0,1895,1659,334
9c656e73,1706693,105.06984387838948,2945,0,200,0,502,4,2776,2313,436
9c7ff6de,1787110,137.5072035463613,2473,0,96,0,136,2,2084,1316,409
9c9c6e1a,1678393,96.64517265680057,2456,0,81,0,299,2,2228,1192,375
9cd00d22,1835610,97.90224604389995,3096,0,213,0,603,6,2995,2476,448
9cd5ac07,1830102,91.26042189854344,2751,0,619,1,609,2,2821,5605,360
9cdeaac5,4177782,119.72809231878831,2517,0,35,0,221,0,2129,889,416
9ce5e4cf,1745480,125.69966682532127,1710,0,269,0,122,0,1450,2534,284
9cfb112b,1669078,83.62827932098766,4421,0,212,1,548,2,4909,2723,582
9d239d44,1789268,85.93620331950207,3004,0,586,0,266,0,2596,5362,478
9d5dd931,1776897,63.690641918020106,2919,0,313,1,646,0,3184,3210,380
9d8254bc,1719310,89.97838345864662,2707,0,206,0,279,0,2419,2215,412
9d8ba1be,1794228,86.73468488320846,3791,0,74,0,673,0,3756,1525,487
9d962f39,1758367,84.76824492702029,2178,0,200,0,431,0,2076,2133,294
9dad44fc,2353593,69.65177319174514,3329,0,1257,0,393,12,3127,10908,492
9e0b8121,1735574,98.52484815019326,5620,0,488,0,1130,6,5945,5347,656
9e5e1401,636698,94.54835807467387,1997,0,43,0,183,0,1780,747,300
9e9cc5e4,993953,73.03455111866327,2999,0,219,1,311,1,2691,2431,457
9eab51f8,1796442,73.96436752354289,3025,0,389,1,507,7,2957,3850,403
9eba326c,1592849,96.93777867855695,4240,0,84,0,610,0,3943,1657,593
9ed9b275,1652851,117.11108048511576,2875,0,63,0,690,0,2855,1301,397
9ee392eb,1643083,192.81128133704735,2734,0,51,0,87,0,2277,952,429
9eed1c32,1268785,117.37707006369426,1375,0,81,0,114,0,1187,950,219
9f1c3e52,1802231,96.2816866879137,3243,0,380,0,455,1,2994,3795,471
9f3cc888,1533997,96.65529841656516,1478,0,39,0,125,0,1259,656,217
9f61160b,1841503,91.3300793166565,1377,0,19,0,243,0,1274,498,196
9f62a5e5,1745765,142.95441237975743,4481,0,83,0,218,0,3722,1641,761
9f8143a9,1787578,88.88317495807713,5404,0,856,0,895,1,4975,8185,746
9f9b0a0e,1717510,120.07944628347879,2680,0,242,0,400,1,2438,2588,391
9fa0f5fd,1840240,95.48811983471074,1671,0,20,0,245,0,1613,522,238
9fae8916,1758314,94.07178594735697,2076,0,2205,2,308,6,3116,18462,291
9fd69131,1721752,82.80493994248012,5120,0,95,0,696,0,4944,1880,702
a0227a21,1743914,103.2062825130052,4192,0,105,0,698,3,4074,1744,618
a04a32c3,1781323,89.69921683798336,3531,0,88,0,466,1,3149,1563,568
a04c2d05,1822691,135.08492279745687,1507,0,286,0,409,0,1468,2736,183
a0712779,1813169,81.24332855093257,2497,0,168,1,819,0,3005,1960,241
a07292a9,1713918,116.01088270858524,2682,0,330,0,296,0,2375,3243,410
a0940781,1761083,118.54360743722445,4172,0,564,0,480,1,3673,5497,671
a0c24719,1934634,119.4334835190894,3816,2,45,0,352,2,2312,4163,313
a0d550f4,1844435,87.53868720205354,4872,0,97,0,485,0,4364,1769,788
a0dd8c5d,1294517,109.51340482573727,2491,0,151,1,337,4,2846,1905,302
a0f341e3,1758641,58.620628415300544,6166,0,163,0,990,1,5917,2641,853
a0fa9e98,1600847,84.2348224513173,3035,0,53,2,402,0,2794,1113,425
a117f778,1036489,140.29714285714286,1168,0,144,0,88,0,985,1423,204
a134dd29,1761990,120.19235053843298,1932,0,296,0,465,0,1897,2868,255
a13e3a1d,1824009,79.07850964737192,1340,0,118,2,42,1,1544,1292,203
a18d1dce,1334731,93.88168048013718,2589,0,98,0,811,1,2876,1612,270
a1a579b8,1793706,70.13435237329043,4673,0,1035,0,506,1,4272,9308,698
a1a879ad,1627233,151.27756939234808,1247,0,61,0,23,2,1057,811,212
a2212ea2,1661931,137.49163518618457,1499,0,116,0,238,0,1354,1311,228
a24677fb,1521399,99.69775132275132,1338,0,23,0,151,0,1215,458,212
a278e3e3,1744149,105.41356673960613,4008,0,90,0,463,9,3735,1692,581
a294b044,1801970,140.86166889781347,1815,0,62,0,362,2,1818,930,257
a2b991c4,1737709,117.84996628455833,2580,0,67,0,311,8,2614,1135,331
a3002e51,1754698,100.09875640087783,2375,0,98,0,261,0,2262,1387,355
a3020d40,1609460,88.54447610003166,2748,0,106,0,294,11,2753,1458,363
a3417adb,1686202,104.74274047186933,1965,0,54,0,185,0,1704,878,331
a350cdb0,1804003,114.53859422164726,2013,0,45,0,260,1,2117,964,272
a39139ca,1833226,124.97637248088951,2408,0,350,0,120,0,1988,3340,411
a399ebf0,1789086,117.86508445584776,3743,0,528,0,406,0,3391,5100,552
a39a142d,1763005,95.5372340425532,4188,0,201,0,683,4,4046,2676,605
a3e3f8d7,1487467,110.73557878435928,3763,0,755,0,645,3,3683,6811,468
a4050889,1647126,104.94911838790932,1519,0,244,0,222,0,1395,2298,220
a4343828,1750756,102.79048697621744,1725,0,572,0,352,0,1655,4998,260
a44e2223,1756171,106.15097276264592,2762,0,367,0,721,5,2938,3685,328
a466bdbd,1722753,96.85441527446301,1487,0,24,0,165,0,1363,481,200
a4786db7,1708326,98.56022664960702,4159,0,267,0,1044,1,4264,3160,537
a4e91a31,1790703,137.01338729763387,2905,0,129,0,176,2,2501,1640,480
a4eed006,1799712,113.3984345881476,1269,0,1344,0,70,0,1075,11016,217
a557363c,1698927,101.15427215189874,1926,0,280,0,322,0,1787,2701,285
a5593c54,1611937,79.77571428571429,1682,0,64,0,354,0,1622,926,231
a573979a,1710835,114.7825311942959,3086,0,91,0,188,1,2662,1349,495
a581dbff,1792676,111.24124232574937,2622,0,104,0,43,0,2099,1398,483
a5c7e939,1587570,142.82087286527513,3871,0,150,0,1246,3,4174,2297,456
a5dc9ae4,1804960,84.64325452016689,1257,0,114,0,67,0,1028,1208,207
a5faf0da,1715181,75.8720860729229,1444,0,106,0,122,1,1267,1155,222
a65c30f2,1781949,138.82837221775276,3135,0,288,0,301,5,2826,3004,485
a68438f2,1719587,112.81923293852228,3372,0,95,1,76,2,2770,1459,539
a6cc9c6a,1767217,78.17655713585091,1505,0,333,0,200,1,1382,3003,242
a6d05bf8,1725457,200.36603557085485,1372,0,254,0,117,0,1212,2309,217
a6d7b342,1721852,106.20048807959452,3584,0,334,0,1406,3,3924,3857,396
a6d90b13,554743,76.1551854655564,1259,0,26,0,35,1,1070,442,208
a6f785ed,1789053,110.13569518716578,1307,0,71,0,118,0,1131,862,202
a709392d,1784228,75.53306666666667,2822,0,368,0,559,1,2656,3679,407
a72a8eb5,1896620,90.44824311490979,3116,0,296,0,796,4,3310,3167,339
a73f2eb3,1722504,77.5532075471698,2473,0,49,0,128,0,2115,878,384
a74a8557,1776610,117.7306468716861,2507,0,165,1,156,0,2147,1901,410
a74f7d18,1753622,85.30307971014493,4785,0,159,0,568,8,4360,2414,723
a753ded2,1944946,81.9502985598876,5200,0,97,0,396,1,4511,1886,847
a7621aff,1753646,143.95748502994013,1453,0,65,1,147,4,1247,953,219
a7675a7c,1734325,88.02722277722278,3285,0,75,0,644,0,3169,1360,445
a7a31aa3,1923177,90.04238292827505,2444,0,415,0,515,0,2399,3880,342
a7caa6c5,1781696,134.69484936831876,2613,0,101,0,372,1,2353,1455,429
a7df9886,1688015,86.6992515309594,2482,0,1520,0,392,15,2533,12885,323
a7e9121d,1652557,75.48971466489715,3910,0,100,0,511,0,3480,1741,638
a814c646,1732825,119.35679742074154,2965,0,164,0,593,0,2932,2008,407
a8219621,1758198,72.85905349794238,2305,0,93,1,517,0,2416,1329,311
a83ed2ea,1734850,117.07807570977918,1072,0,113,0,81,2,902,1171,202
a8a44b19,1775684,102.12828736369468,2301,0,55,0,761,1,2539,1032,257
a95eb2f8,1778198,85.25666973321067,1807,0,67,0,300,0,1725,980,234
a96dc180,1792632,100.90441176470588,3852,0,74,0,288,2,3365,1403,587
a978dd26,1732888,114.39168812063258,2234,0,135,0,340,10,2256,1621,300
a9be88ec,1832441,110.72744955020666,3076,0,183,2,852,0,4088,2537,426
a9cab2af,1611969,95.02790999567287,3788,0,113,0,721,0,3689,1724,501
a9fd5db1,1777817,73.12206673842842,4195,0,185,0,265,0,3575,2365,653
aa052ff5,1789389,86.10658414990544,5126,0,108,0,582,1,4602,1981,771
aa46b040,1833029,36.57938144329897,1279,0,19,0,157,0,1150,438,209
aa482fd9,1801605,129.68397626112758,1942,0,109,0,645,0,2112,1347,236
aa7fe2fd,1777242,101.58311772315653,2696,0,81,0,315,0,2430,1229,426
aabc948f,1806640,84.77736266777363,5787,0,204,0,1231,5,6730,3242,558
aac5ac07,1667794,130.19302325581396,2470,0,139,0,397,4,2287,1769,395
aaf07101,1857071,99.05323772272925,6528,0,1532,0,1139,5,6597,13842,798
ab02baf8,940828,103.86572989851679,1132,0,80,1,67,1,907,950,205
ab0a3132,1806319,54.45917616770872,4096,0,113,0,1219,10,6368,2585,444
ab101095,1766635,94.0861604738826,1392,0,321,0,144,0,1236,2868,210
ab888941,1738699,131.72074468085106,2207,0,73,0,344,8,2220,1062,278
ab94ff28,1788022,94.63054277828887,4247,0,555,0,632,1,3829,5609,686
ab975e22,1647843,86.70059048280653,2076,0,259,0,544,0,2069,2623,295
abac6041,835637,101.09942455242967,2627,0,277,0,224,0,2305,2762,405
abb84da9,1726357,89.25356125356126,2478,0,574,1,106,0,2133,5054,393
abdcad90,1336625,128.26650803093398,1453,0,39,0,188,1,1386,630,200
abffaa47,1829187,131.9872159090909,2364,0,201,0,249,2,2113,2155,370
ac035e08,1759334,75.95730110775428,3894,0,209,0,862,0,3827,2601,504
ac509b72,1738415,65.93701055498808,2404,0,114,0,419,0,2239,1496,369
ac558e55,1756917,83.48484848484848,1739,0,111,0,357,4,1704,1341,237
ac63a9eb,1742802,78.69924513309495,2165,0,132,0,219,1,1928,1522,325
ac6e670a,1765829,70.58084577114428,1404,0,82,0,122,0,1254,928,201
ac71d377,1790141,75.09045497502363,5902,0,540,0,965,0,5513,5674,849
ac9e81f6,1713336,107.1364238410596,2627,0,180,0,213,0,2221,2059,430
acaf840f,1471764,81.3806696746616,3865,0,175,0,171,0,3284,2152,586
ace0ee61,1776579,83.82485207100592,2403,0,104,0,26,2,1998,1334,408
ad04a619,1917657,150.83978638184246,1387,0,50,0,61,0,1143,705,244
ad074ea8,1769046,85.20728476821192,2888,0,66,0,65,1,2389,1151,476
ad5f7cbb,1745137,194.78163493840987,4551,2,219,0,586,0,4401,2943,647
ad8f2b1e,1788802,101.5016806722689,4082,0,153,0,521,4,3698,2168,605
ad929a5c,1757062,110.8330219523587,3485,0,99,0,697,1,3301,1715,523
adb9eb41,1734313,89.98486813661911,3601,0,453,0,572,0,3404,4393,485
adc30d84,1798113,93.28709856035438,2762,0,244,0,606,0,2830,2547,338
adfa3eeb,1800026,65.93889275766017,2244,0,2845,0,655,0,2268,23391,303
ae1d4355,1768005,58.14843217450579,5356,0,143,0,369,0,4585,2284,884
ae2e45f2,1318966,129.57987987987988,2874,0,55,0,400,1,2656,1074,429
ae3aac7e,1798774,78.52166934189407,5666,0,353,0,210,1,4840,3961,870
ae424507,1705496,74.09876543209876,1456,0,893,0,162,0,1290,7472,233
ae6319cf,1102984,126.54190919674039,1486,0,59,0,173,0,1343,788,221
ae9a4021,1721293,120.93444846292948,1803,0,91,0,305,13,1998,1289,209
aeba6ea3,1744091,86.97613268608414,2040,0,35,0,397,0,1948,769,292
aece6ae8,886372,94.31340996168582,4293,0,335,0,592,0,3894,3711,674
aed269c6,1878145,69.05319148936171,2687,0,151,0,640,0,2636,1902,369
aedc273c,1791674,79.09302325581395,3134,0,264,0,601,0,2894,2971,470
aef3e7db,1654952,131.28184222124284,3903,0,179,1,455,0,3438,2354,616
af2374f2,1815320,132.68538076709282,1563,0,53,0,176,7,1401,817,256
af4080f5,1774217,80.52067106051528,4238,0,174,1,594,0,3843,2414,611
af413996,1741751,93.51063829787235,1768,0,66,1,138,1,1635,966,278
af6b9c48,1768637,51.45713895713896,3865,0,3150,0,311,0,3359,26017,610
afb37127,1797636,108.2961661341853,2625,0,89,0,416,0,2414,1339,422
afc07c28,1794476,94.60885714285715,2823,0,442,0,234,1,2412,4190,469
b027df85,1801373,60.99047921294827,2298,0,386,0,467,0,2210,3643,336
b050b765,1761089,92.83611312545322,1274,0,56,0,49,0,992,779,213
b0549c3f,1759065,113.34772770130115,4879,0,184,0,236,4,4412,2483,725
b05c3e6f,1713144,109.81096605744125,1566,0,59,0,289,1,1524,818,201
b0889ee9,1774716,115.83380884450784,2647,0,28,0,129,0,2166,834,480
b09dfe31,1611155,88.11840562719813,1405,0,167,0,134,0,1247,1628,217
b0c331fc,1779976,84.54189571880727,5593,0,148,0,262,0,4711,2328,906
b0c5d223,1764561,101.57415458937199,3384,0,73,0,683,0,3468,1352,398
b0deada8,1814868,88.10121244069583,2867,0,373,0,553,1,2986,3725,355
b0f15494,1720558,88.12483487450463,2481,0,208,0,337,2,2297,2209,359
b0fa5a71,1713262,96.15803170096996,3385,0,365,1,471,5,3450,3771,467
b10b4664,1895756,87.85635612666361,1407,0,520,0,252,0,1374,4448,208
b10c5326,1785420,104.96435515230071,2817,0,75,1,193,0,2410,1202,476
b10e093c,1777377,115.71002386634845,2175,0,75,0,262,2,2039,1137,330
b11e1fdc,1572454,91.04780361757106,1442,0,605,0,275,0,1367,5190,208
b1301f27,1840704,90.55243105950653,4017,0,342,0,1153,0,4166,3751,488
b1560018,1782614,84.1561320754717,1669,0,105,0,346,0,1717,1182,228
b1789fc6,1896980,108.86842341937225,5765,0,785,1,4567,1,8648,7995,370
b1b8d3b7,1750699,97.64164989939638,4057,0,195,0,705,13,4439,2650,474
b20bd1f8,1726116,88.27858293075684,2007,0,96,3,377,1,1943,1283,294
b2363d6e,1663609,137.4314980793854,1470,0,21,0,71,0,1184,525,217
b24d05d3,259851,123.21438746438747,1323,0,35,0,46,0,1086,563,230
b2688a58,1737932,107.41354563803543,4122,0,121,0,214,2,3462,1861,702
b26fe420,1877205,80.56544405138708,4654,0,109,0,608,0,4137,1997,691
b27d8477,1635563,84.59864712514093,1512,0,105,0,157,0,1190,1319,206
b2ab8661,1743101,113.68300548210254,2475,0,128,0,489,9,2476,1714,318
b2c410b3,1797415,81.33083789231212,2933,0,177,0,360,3,2590,2192,469
b2f436ad,1723769,99.69995199231877,1706,0,45,0,332,0,1651,747,237
b2fd3a2f,1832345,42.345485137408865,1448,0,147,0,188,0,1322,1490,217
b3027b38,1638923,65.3743169398907,2091,0,197,0,270,4,1894,2110,320
b3b3bb98,1803604,67.80296479308215,1331,0,71,0,217,0,1179,937,202
b3ea4e9f,1606618,82.60860655737704,2071,0,240,0,129,0,1699,2421,374
b4173b4d,1715749,122.71420581655481,3153,0,126,0,297,0,2693,1765,520
b4387780,1775875,113.97996357012751,1403,0,124,0,118,2,1179,1347,225
b44f2f34,1771169,76.08846095983151,5159,0,495,0,986,7,4838,5380,715
b450b853,1798915,98.59400285578296,1698,0,156,0,247,0,1495,1698,259
b475c8d9,1732357,123.61012548680225,1929,0,58,1,320,3,1761,1021,309
b4834b77,1995489,95.43706918560123,3031,0,282,0,604,0,2905,3049,407
b4854bfa,1797964,127.28733170134639,2749,0,182,2,319,16,2894,2223,327
b4982a8b,1798876,86.76600660066006,2399,0,106,0,525,0,1121,2651,201
b4988628,1521145,92.88774834437086,2755,0,95,0,170,0,2359,1326,470
b4af5817,1819687,108.51200331125828,3710,0,72,0,1050,0,3797,1539,437
b4ce3f66,1769969,95.56397273612464,3739,0,926,0,470,0,3318,8299,568
b4e5001b,1372415,80.86968085106383,1501,0,354,0,3,22,1324,3204,225
b4e8eaad,1731137,79.53271028037383,1213,0,31,0,39,1,1007,499,218
b52822bc,1645631,102.2597605413847,3565,0,78,0,197,2,3038,1386,575
b5285c39,1759020,74.32473382473383,2130,0,95,0,217,0,1734,1373,295
b55ef091,1807696,72.04142441860465,2195,0,81,0,475,1,2193,1151,280
b5663b2f,1722627,101.23063063063063,2711,0,153,0,466,0,2270,2131,409
b5665442,1697496,106.08957654723127,2078,0,96,0,282,0,1866,1262,330
b595fa14,1775614,99.9932079414838,1458,0,346,0,110,0,1243,3093,220
b5a82ead,1688986,136.41100123609394,1339,0,173,0,106,0,1149,1680,206
b5bb3bdd,1701090,106.84372275501308,3945,0,134,0,503,6,3571,2018,586
b5d6e867,2784741,124.43826157595451,1986,0,158,0,318,0,1781,1787,315
b5e75668,1796429,92.47084967320261,6085,0,288,1,1275,1,6192,3638,781
b5f258f5,1802777,104.34492160872529,2085,0,337,0,512,0,1942,3351,323
b602f375,1807675,115.99864544530985,2168,0,326,0,458,1,2134,3183,304
b60d831a,1773810,120.36582535538149,2829,0,113,0,505,0,2675,1615,392
b61221f1,1075455,14.131749460043197,1243,0,100,0,45,1,1068,1067,201
b62db875,1779706,98.54004652708541,2757,0,72,0,180,0,2359,1154,443
b645da5e,1791891,84.51427558077674,4179,0,535,0,924,1,4089,5303,531
b6490565,1785785,99.71763623821568,3609,0,177,0,562,1,3356,2246,517
b691afc2,1789434,108.8671679197995,2485,0,88,0,218,2,2167,1260,426
b6e9986f,1447163,83.6026282853567,1417,0,116,0,65,0,1173,1237,237
b6f4754b,1722927,75.12342803912436,1755,0,288,0,104,0,1522,2641,263
b6fd25a0,1804386,115.14203262233376,3233,0,71,0,681,0,3183,1299,423
b732c6e2,1705201,63.684368914852186,2446,0,2438,0,765,0,2643,20072,268
b73648cf,1792980,75.52407407407408,2252,1,130,0,316,1,2069,1570,306
b77b9b81,1795374,95.04754536503025,2678,0,3975,0,456,0,2512,32422,399
b7c571ee,1749502,156.67842683632156,1483,0,46,0,198,2,1392,733,229
b7ec8513,1788134,90.56122039341629,1820,0,506,0,165,0,1551,4482,292
b7fb66d1,1760079,92.25061291201308,3257,0,204,0,210,0,2819,2280,519
b7fc4438,1766370,100.83076923076923,1776,0,145,0,289,0,1576,1649,229
b80eb117,1797739,81.8109640831758,3445,0,106,0,675,6,3504,1663,429
b816ee8e,1615974,89.62386787426745,1641,0,184,0,52,0,1327,1838,271
b826ca8d,1733378,62.980799169693825,2499,0,908,0,445,2,2359,7871,369
b837ce71,1783132,99.63062761506276,5348,0,87,0,539,1,4844,1814,822
b8411b14,1757439,128.828,2271,0,232,2,239,6,2273,2460,328
b89440ab,1736120,91.54527402700556,4621,0,55,0,360,0,4103,1366,706
b8a857fc,1811188,95.67835535251265,6763,0,398,1,937,0,13947,7037,1065
b8da9bf0,1812942,86.80149569175744,4901,0,359,0,891,0,4673,3991,696
b9203e25,1767058,97.43134456180417,3021,0,54,0,428,0,2580,1301,420
b95dd47c,1748337,114.51386554621848,2251,0,11,0,118,0,1931,526,380
b9828b29,1708038,63.605362286727235,3390,0,73,0,1050,0,3550,1474,430
b9844961,1735143,105.41699664940603,4555,0,1219,2,787,3,4898,11129,619
b9a0fbbd,1792008,95.5544922913344,3686,0,1060,0,897,0,3745,9318,465
b9b2a2f4,1743776,94.32400769365273,5038,0,77,1,598,5,4735,1754,705
b9f1915c,1775639,107.55313828457115,2346,0,921,0,732,0,2452,7994,296
b9f90ada,1826554,76.16219475429605,5354,0,204,0,1076,0,5225,2837,704
ba001912,1286724,74.97302904564316,1321,0,121,0,4,0,1013,1280,259
ba66fe73,1782831,124.6379235447437,3979,0,155,0,470,0,3520,2203,639
ba81e7d8,1764105,102.56046993780235,3696,0,99,0,542,4,4697,2051,483
