time_worked,avg_action_time,Input,Move From To,Nonproduction,Paste,Remove/Cut,Replace,count_letters,count_special_chars,final_word_count,cluster
1841503,91.3300793166565,1377,0,19,0,243,0,1274,498,196,0
1745765,142.95441237975743,4481,0,83,0,218,0,3722,1641,761,2
1787578,88.88317495807713,5404,0,856,0,895,1,4975,8185,746,2
1717510,120.07944628347879,2680,0,242,0,400,1,2438,2588,391,0
1840240,95.48811983471074,1671,0,20,0,245,0,1613,522,238,0
1758314,94.07178594735697,2076,0,2205,2,308,6,3116,18462,291,5
1721752,82.80493994248012,5120,0,95,0,696,0,4944,1880,702,2
1743914,103.2062825130052,4192,0,105,0,698,3,4074,1744,618,2
1781323,89.69921683798336,3531,0,88,0,466,1,3149,1563,568,2
1822691,135.08492279745687,1507,0,286,0,409,0,1468,2736,183,0
1813169,81.24332855093257,2497,0,168,1,819,0,3005,1960,241,0
1713918,116.01088270858524,2682,0,330,0,296,0,2375,3243,410,0
1761083,118.54360743722445,4172,0,564,0,480,1,3673,5497,671,2
1934634,119.4334835190894,3816,2,45,0,352,2,2312,4163,313,3
1844435,87.53868720205354,4872,0,97,0,485,0,4364,1769,788,2
1294517,109.51340482573727,2491,0,151,1,337,4,2846,1905,302,0
1758641,58.620628415300544,6166,0,163,0,990,1,5917,2641,853,2
1600847,84.2348224513173,3035,0,53,2,402,0,2794,1113,425,0
1036489,140.29714285714286,1168,0,144,0,88,0,985,1423,204,0
1761990,120.19235053843298,1932,0,296,0,465,0,1897,2868,255,0
1824009,79.07850964737192,1340,0,118,2,42,1,1544,1292,203,0
1334731,93.88168048013718,2589,0,98,0,811,1,2876,1612,270,0
1793706,70.13435237329043,4673,0,1035,0,506,1,4272,9308,698,2
1627233,151.27756939234808,1247,0,61,0,23,2,1057,811,212,0
1661931,137.49163518618457,1499,0,116,0,238,0,1354,1311,228,0
1521399,99.69775132275132,1338,0,23,0,151,0,1215,458,212,0
1744149,105.41356673960613,4008,0,90,0,463,9,3735,1692,581,1
1801970,140.86166889781347,1815,0,62,0,362,2,1818,930,257,0
1737709,117.84996628455833,2580,0,67,0,311,8,2614,1135,331,0
1754698,100.09875640087783,2375,0,98,0,261,0,2262,1387,355,0
1609460,88.54447610003166,2748,0,106,0,294,11,2753,1458,363,0
1686202,104.74274047186933,1965,0,54,0,185,0,1704,878,331,0
1804003,114.53859422164726,2013,0,45,0,260,1,2117,964,272,0
1833226,124.97637248088951,2408,0,350,0,120,0,1988,3340,411,0
1789086,117.86508445584776,3743,0,528,0,406,0,3391,5100,552,2
1763005,95.5372340425532,4188,0,201,0,683,4,4046,2676,605,2
1487467,110.73557878435928,3763,0,755,0,645,3,3683,6811,468,2
1647126,104.94911838790932,1519,0,244,0,222,0,1395,2298,220,0
1750756,102.79048697621744,1725,0,572,0,352,0,1655,4998,260,0
1756171,106.15097276264592,2762,0,367,0,721,5,2938,3685,328,0
1722753,96.85441527446301,1487,0,24,0,165,0,1363,481,200,0
1708326,98.56022664960702,4159,0,267,0,1044,1,4264,3160,537,2
1790703,137.01338729763387,2905,0,129,0,176,2,2501,1640,480,0
1799712,113.3984345881476,1269,0,1344,0,70,0,1075,11016,217,0
1698927,101.15427215189874,1926,0,280,0,322,0,1787,2701,285,0
1611937,79.77571428571429,1682,0,64,0,354,0,1622,926,231,0
1710835,114.7825311942959,3086,0,91,0,188,1,2662,1349,495,0
1792676,111.24124232574937,2622,0,104,0,43,0,2099,1398,483,0
1587570,142.82087286527513,3871,0,150,0,1246,3,4174,2297,456,2
1804960,84.64325452016689,1257,0,114,0,67,0,1028,1208,207,0
1715181,75.8720860729229,1444,0,106,0,122,1,1267,1155,222,0
1781949,138.82837221775276,3135,0,288,0,301,5,2826,3004,485,0
1719587,112.81923293852228,3372,0,95,1,76,2,2770,1459,539,0
1767217,78.17655713585091,1505,0,333,0,200,1,1382,3003,242,0
1725457,200.36603557085485,1372,0,254,0,117,0,1212,2309,217,0
1721852,106.20048807959452,3584,0,334,0,1406,3,3924,3857,396,2
554743,76.1551854655564,1259,0,26,0,35,1,1070,442,208,0
1789053,110.13569518716578,1307,0,71,0,118,0,1131,862,202,0
1784228,75.53306666666667,2822,0,368,0,559,1,2656,3679,407,0
1896620,90.44824311490979,3116,0,296,0,796,4,3310,3167,339,2
1722504,77.5532075471698,2473,0,49,0,128,0,2115,878,384,0
1776610,117.7306468716861,2507,0,165,1,156,0,2147,1901,410,0
1753622,85.30307971014493,4785,0,159,0,568,8,4360,2414,723,1
1944946,81.9502985598876,5200,0,97,0,396,1,4511,1886,847,2
1753646,143.95748502994013,1453,0,65,1,147,4,1247,953,219,0
1734325,88.02722277722278,3285,0,75,0,644,0,3169,1360,445,2
1923177,90.04238292827505,2444,0,415,0,515,0,2399,3880,342,0
1781696,134.69484936831876,2613,0,101,0,372,1,2353,1455,429,0
1688015,86.6992515309594,2482,0,1520,0,392,15,2533,12885,323,1
1652557,75.48971466489715,3910,0,100,0,511,0,3480,1741,638,2
1732825,119.35679742074154,2965,0,164,0,593,0,2932,2008,407,0
1758198,72.85905349794238,2305,0,93,1,517,0,2416,1329,311,0
1734850,117.07807570977918,1072,0,113,0,81,2,902,1171,202,0
1775684,102.12828736369468,2301,0,55,0,761,1,2539,1032,257,0
1778198,85.25666973321067,1807,0,67,0,300,0,1725,980,234,0
1792632,100.90441176470588,3852,0,74,0,288,2,3365,1403,587,0
1732888,114.39168812063258,2234,0,135,0,340,10,2256,1621,300,0
1832441,110.72744955020666,3076,0,183,2,852,0,4088,2537,426,2
1611969,95.02790999567287,3788,0,113,0,721,0,3689,1724,501,2
1777817,73.12206673842842,4195,0,185,0,265,0,3575,2365,653,2
1789389,86.10658414990544,5126,0,108,0,582,1,4602,1981,771,2
1833029,36.57938144329897,1279,0,19,0,157,0,1150,438,209,0
1801605,129.68397626112758,1942,0,109,0,645,0,2112,1347,236,0
1777242,101.58311772315653,2696,0,81,0,315,0,2430,1229,426,0
1806640,84.77736266777363,5787,0,204,0,1231,5,6730,3242,558,2
1667794,130.19302325581396,2470,0,139,0,397,4,2287,1769,395,0
1857071,99.05323772272925,6528,0,1532,0,1139,5,6597,13842,798,2
940828,103.86572989851679,1132,0,80,1,67,1,907,950,205,0
1806319,54.45917616770872,4096,0,113,0,1219,10,6368,2585,444,2
1766635,94.0861604738826,1392,0,321,0,144,0,1236,2868,210,0
1738699,131.72074468085106,2207,0,73,0,344,8,2220,1062,278,0
1788022,94.63054277828887,4247,0,555,0,632,1,3829,5609,686,2
1647843,86.70059048280653,2076,0,259,0,544,0,2069,2623,295,0
835637,101.09942455242967,2627,0,277,0,224,0,2305,2762,405,0
1726357,89.25356125356126,2478,0,574,1,106,0,2133,5054,393,0
1336625,128.26650803093398,1453,0,39,0,188,1,1386,630,200,0
1829187,131.9872159090909,2364,0,201,0,249,2,2113,2155,370,0
1759334,75.95730110775428,3894,0,209,0,862,0,3827,2601,504,2
1738415,65.93701055498808,2404,0,114,0,419,0,2239,1496,369,0
1756917,83.48484848484848,1739,0,111,0,357,4,1704,1341,237,0
1742802,78.69924513309495,2165,0,132,0,219,1,1928,1522,325,0
1765829,70.58084577114428,1404,0,82,0,122,0,1254,928,201,0
1790141,75.09045497502363,5902,0,540,0,965,0,5513,5674,849,2
1713336,107.1364238410596,2627,0,180,0,213,0,2221,2059,430,0
1471764,81.3806696746616,3865,0,175,0,171,0,3284,2152,586,2
1776579,83.82485207100592,2403,0,104,0,26,2,1998,1334,408,0
1917657,150.83978638184246,1387,0,50,0,61,0,1143,705,244,0
1769046,85.20728476821192,2888,0,66,0,65,1,2389,1151,476,0
1745137,194.78163493840987,4551,2,219,0,586,0,4401,2943,647,3
1788802,101.5016806722689,4082,0,153,0,521,4,3698,2168,605,1
1757062,110.8330219523587,3485,0,99,0,697,1,3301,1715,523,2
1734313,89.98486813661911,3601,0,453,0,572,0,3404,4393,485,0
1798113,93.28709856035438,2762,0,244,0,606,0,2830,2547,338,0
1800026,65.93889275766017,2244,0,2845,0,655,0,2268,23391,303,5
1768005,58.14843217450579,5356,0,143,0,369,0,4585,2284,884,2
1318966,129.57987987987988,2874,0,55,0,400,1,2656,1074,429,0
1798774,78.52166934189407,5666,0,353,0,210,1,4840,3961,870,2
1705496,74.09876543209876,1456,0,893,0,162,0,1290,7472,233,0
1102984,126.54190919674039,1486,0,59,0,173,0,1343,788,221,0
1721293,120.93444846292948,1803,0,91,0,305,13,1998,1289,209,1
1744091,86.97613268608414,2040,0,35,0,397,0,1948,769,292,0
886372,94.31340996168582,4293,0,335,0,592,0,3894,3711,674,0
1878145,69.05319148936171,2687,0,151,0,640,0,2636,1902,369,0
1791674,79.09302325581395,3134,0,264,0,601,0,2894,2971,470,0
1654952,131.28184222124284,3903,0,179,1,455,0,3438,2354,616,0
1815320,132.68538076709282,1563,0,53,0,176,7,1401,817,256,0
1774217,80.52067106051528,4238,0,174,1,594,0,3843,2414,611,2
1741751,93.51063829787235,1768,0,66,1,138,1,1635,966,278,0
1768637,51.45713895713896,3865,0,3150,0,311,0,3359,26017,610,5
1797636,108.2961661341853,2625,0,89,0,416,0,2414,1339,422,0
1794476,94.60885714285715,2823,0,442,0,234,1,2412,4190,469,0
1801373,60.99047921294827,2298,0,386,0,467,0,2210,3643,336,0
1761089,92.83611312545322,1274,0,56,0,49,0,992,779,213,0
1759065,113.34772770130115,4879,0,184,0,236,4,4412,2483,725,2
1713144,109.81096605744125,1566,0,59,0,289,1,1524,818,201,0
1774716,115.83380884450784,2647,0,28,0,129,0,2166,834,480,0
1611155,88.11840562719813,1405,0,167,0,134,0,1247,1628,217,0
1779976,84.54189571880727,5593,0,148,0,262,0,4711,2328,906,2
1764561,101.57415458937199,3384,0,73,0,683,0,3468,1352,398,2
1814868,88.10121244069583,2867,0,373,0,553,1,2986,3725,355,0
1720558,88.12483487450463,2481,0,208,0,337,2,2297,2209,359,0
1713262,96.15803170096996,3385,0,365,1,471,5,3450,3771,467,0
1895756,87.85635612666361,1407,0,520,0,252,0,1374,4448,208,0
1785420,104.96435515230071,2817,0,75,1,193,0,2410,1202,476,0
1777377,115.71002386634845,2175,0,75,0,262,2,2039,1137,330,0
1572454,91.04780361757106,1442,0,605,0,275,0,1367,5190,208,0
1840704,90.55243105950653,4017,0,342,0,1153,0,4166,3751,488,2
1782614,84.1561320754717,1669,0,105,0,346,0,1717,1182,228,0
1896980,108.86842341937225,5765,0,785,1,4567,1,8648,7995,370,2
1750699,97.64164989939638,4057,0,195,0,705,13,4439,2650,474,1
1726116,88.27858293075684,2007,0,96,3,377,1,1943,1283,294,0
1663609,137.4314980793854,1470,0,21,0,71,0,1184,525,217,0
259851,123.21438746438747,1323,0,35,0,46,0,1086,563,230,0
1737932,107.41354563803543,4122,0,121,0,214,2,3462,1861,702,2
1877205,80.56544405138708,4654,0,109,0,608,0,4137,1997,691,2
1635563,84.59864712514093,1512,0,105,0,157,0,1190,1319,206,0
1743101,113.68300548210254,2475,0,128,0,489,9,2476,1714,318,0
1797415,81.33083789231212,2933,0,177,0,360,3,2590,2192,469,0
1723769,99.69995199231877,1706,0,45,0,332,0,1651,747,237,0
1832345,42.345485137408865,1448,0,147,0,188,0,1322,1490,217,0
1638923,65.3743169398907,2091,0,197,0,270,4,1894,2110,320,0
1803604,67.80296479308215,1331,0,71,0,217,0,1179,937,202,0
1606618,82.60860655737704,2071,0,240,0,129,0,1699,2421,374,0
1715749,122.71420581655481,3153,0,126,0,297,0,2693,1765,520,0
1775875,113.97996357012751,1403,0,124,0,118,2,1179,1347,225,0
1771169,76.08846095983151,5159,0,495,0,986,7,4838,5380,715,2
1798915,98.59400285578296,1698,0,156,0,247,0,1495,1698,259,0
1732357,123.61012548680225,1929,0,58,1,320,3,1761,1021,309,0
1995489,95.43706918560123,3031,0,282,0,604,0,2905,3049,407,0
1797964,127.28733170134639,2749,0,182,2,319,16,2894,2223,327,1
1798876,86.76600660066006,2399,0,106,0,525,0,1121,2651,201,0
1521145,92.88774834437086,2755,0,95,0,170,0,2359,1326,470,0
1819687,108.51200331125828,3710,0,72,0,1050,0,3797,1539,437,2
1769969,95.56397273612464,3739,0,926,0,470,0,3318,8299,568,2
1372415,80.86968085106383,1501,0,354,0,3,22,1324,3204,225,1
1731137,79.53271028037383,1213,0,31,0,39,1,1007,499,218,0
1645631,102.2597605413847,3565,0,78,0,197,2,3038,1386,575,0
1759020,74.32473382473383,2130,0,95,0,217,0,1734,1373,295,0
1807696,72.04142441860465,2195,0,81,0,475,1,2193,1151,280,0
1722627,101.23063063063063,2711,0,153,0,466,0,2270,2131,409,0
1697496,106.08957654723127,2078,0,96,0,282,0,1866,1262,330,0
1775614,99.9932079414838,1458,0,346,0,110,0,1243,3093,220,0
1688986,136.41100123609394,1339,0,173,0,106,0,1149,1680,206,0
1701090,106.84372275501308,3945,0,134,0,503,6,3571,2018,586,1
2784741,124.43826157595451,1986,0,158,0,318,0,1781,1787,315,0
1796429,92.47084967320261,6085,0,288,1,1275,1,6192,3638,781,2
1802777,104.34492160872529,2085,0,337,0,512,0,1942,3351,323,0
1807675,115.99864544530985,2168,0,326,0,458,1,2134,3183,304,0
1773810,120.36582535538149,2829,0,113,0,505,0,2675,1615,392,0
1075455,14.131749460043197,1243,0,100,0,45,1,1068,1067,201,0
1779706,98.54004652708541,2757,0,72,0,180,0,2359,1154,443,0
1791891,84.51427558077674,4179,0,535,0,924,1,4089,5303,531,2
1785785,99.71763623821568,3609,0,177,0,562,1,3356,2246,517,2
1789434,108.8671679197995,2485,0,88,0,218,2,2167,1260,426,0
1447163,83.6026282853567,1417,0,116,0,65,0,1173,1237,237,0
1722927,75.12342803912436,1755,0,288,0,104,0,1522,2641,263,0
1804386,115.14203262233376,3233,0,71,0,681,0,3183,1299,423,0
1705201,63.684368914852186,2446,0,2438,0,765,0,2643,20072,268,5
1792980,75.52407407407408,2252,1,130,0,316,1,2069,1570,306,3
1795374,95.04754536503025,2678,0,3975,0,456,0,2512,32422,399,5
1749502,156.67842683632156,1483,0,46,0,198,2,1392,733,229,0
1788134,90.56122039341629,1820,0,506,0,165,0,1551,4482,292,0
1760079,92.25061291201308,3257,0,204,0,210,0,2819,2280,519,0
1766370,100.83076923076923,1776,0,145,0,289,0,1576,1649,229,0
1797739,81.8109640831758,3445,0,106,0,675,6,3504,1663,429,1
1615974,89.62386787426745,1641,0,184,0,52,0,1327,1838,271,0
1733378,62.980799169693825,2499,0,908,0,445,2,2359,7871,369,0
1783132,99.63062761506276,5348,0,87,0,539,1,4844,1814,822,2
1757439,128.828,2271,0,232,2,239,6,2273,2460,328,0
1736120,91.54527402700556,4621,0,55,0,360,0,4103,1366,706,2
1811188,95.67835535251265,6763,0,398,1,937,0,13947,7037,1065,2
1812942,86.80149569175744,4901,0,359,0,891,0,4673,3991,696,2
1767058,97.43134456180417,3021,0,54,0,428,0,2580,1301,420,0
1748337,114.51386554621848,2251,0,11,0,118,0,1931,526,380,0
1708038,63.605362286727235,3390,0,73,0,1050,0,3550,1474,430,2
1735143,105.41699664940603,4555,0,1219,2,787,3,4898,11129,619,2
1792008,95.5544922913344,3686,0,1060,0,897,0,3745,9318,465,2
1743776,94.32400769365273,5038,0,77,1,598,5,4735,1754,705,2
1775639,107.55313828457115,2346,0,921,0,732,0,2452,7994,296,0
1826554,76.16219475429605,5354,0,204,0,1076,0,5225,2837,704,2
1286724,74.97302904564316,1321,0,121,0,4,0,1013,1280,259,0
1782831,124.6379235447437,3979,0,155,0,470,0,3520,2203,639,2
1764105,102.56046993780235,3696,0,99,0,542,4,4697,2051,483,1
1768327,92.92989050498447,3222,0,2620,0,277,0,2776,21683,521,5
1678348,105.45134764732755,1716,0,82,0,391,0,1691,1072,210,0
1472724,106.60726577437859,2295,0,52,0,268,0,2091,888,336,0
1314520,97.66206030150754,1300,0,117,0,175,0,1137,1274,215,0
1801580,117.6629388816645,3375,0,103,0,364,3,3026,1640,550,0
1511917,112.74927787406124,2728,0,120,4,608,2,7600,3103,368,2
1848621,138.7985996705107,1974,0,269,0,185,0,1696,2615,335,0
1824380,111.5813953488372,3936,0,147,0,474,1,3553,2041,614,2
1794384,109.23818897637796,1378,0,20,0,126,0,1180,484,204,0
1731171,86.12144915603129,3817,0,365,0,658,18,4192,4050,425,1
1671868,133.99567233384852,2940,0,64,0,231,0,2526,1157,469,0
1758860,83.62730278696269,1730,0,140,0,247,0,1563,1534,262,0
1842389,130.0945505356311,3366,0,302,0,625,1,3233,3211,481,2
2784882,107.94263436368699,3204,0,102,0,281,4,2915,1512,524,0
1812687,63.0717472782438,3546,0,661,0,1395,1,4062,6383,354,2
1770666,93.30150125104254,1904,0,92,0,402,0,1878,1164,262,0
1818433,134.18294243070363,1952,0,75,0,315,3,1985,1003,247,0
1719233,78.64806656877141,3046,0,342,0,697,1,2971,3518,447,0
1804197,68.47403047091413,2486,0,258,0,144,0,2113,2581,417,0
1463316,77.36627906976744,2366,0,79,0,307,0,2220,1105,353,0
1746790,118.89542913515291,2511,0,59,0,470,1,2375,1102,360,0
1765027,79.19356691556577,2827,0,58,0,597,0,2720,1168,381,0
1845011,70.67288491854966,5898,0,172,0,1539,3,6507,3079,567,2
1780706,113.01185277604492,1378,0,93,0,130,2,1177,1093,215,0
1803835,112.44538169548714,4440,0,127,0,174,1,3751,1886,721,2
1725439,119.26524020993136,2236,0,200,2,0,39,1881,2315,398,1
1747831,106.79745547073792,3523,0,113,0,292,2,3033,1741,561,0
1380012,111.75351123595506,1306,0,27,0,91,0,1118,495,231,0
1751188,104.6167113836719,2113,0,154,0,342,0,1902,1785,317,0
1840786,75.49406392694064,1674,0,323,0,193,0,1463,2988,271,0
1759999,98.07161234991423,1970,0,80,0,282,0,1803,1089,309,0
1763000,155.09007912355446,1512,0,40,1,89,1,1327,651,244,0
2120145,120.60158102766799,1682,0,483,2,361,2,1580,4393,208,0
1773680,65.23209169054441,1928,0,67,0,99,0,1528,1035,308,0
1809974,122.36551465063862,2356,0,71,0,235,0,2069,1090,400,0
1800720,125.74657909140667,1621,0,81,0,123,2,1400,1017,270,0
1732653,124.87867053888351,2590,0,104,0,404,1,2408,1432,371,0
1743951,81.59679320914879,2765,0,20,0,1456,0,3948,433,208,2
1796182,93.28675601103666,4467,0,134,0,473,0,3764,2248,791,2
1349184,69.95736175882745,1260,0,76,0,165,0,1144,890,201,0
1829256,66.61735751295336,3251,0,138,0,470,1,2875,1956,481,2
1552073,105.38298969072164,1564,0,171,0,204,1,1368,1796,252,0
1733510,105.29909427748045,3856,0,408,0,593,1,3603,4141,569,2
1776250,106.74337969136978,4362,0,158,0,729,0,5629,2492,339,2
1749882,109.44996275142786,3323,0,142,0,559,3,3263,2064,463,0
1731729,115.46600124766064,2893,0,51,0,262,0,2521,1065,467,0
1784066,118.18476106584453,3275,0,547,0,718,1,3187,5191,474,2
1555625,76.05690622495325,2408,0,1243,1,90,1,2311,10480,366,0
1791428,82.51399825021872,1842,0,313,0,129,2,1550,2948,312,0
1798341,70.0907593778591,4353,0,155,0,957,0,4360,2300,545,2
1793687,110.35736399823087,1928,0,107,0,224,2,1734,1299,294,0
1790266,84.06783972864109,3389,0,1098,1,229,0,3158,9682,517,2
1750786,134.58036920306168,1972,0,127,0,122,0,1657,1453,325,0
1737880,101.09845984598459,1597,0,64,0,157,0,1384,882,257,0
1777606,96.69593049839963,2046,0,68,0,73,0,1690,973,358,0
1840845,103.67990275526742,3243,0,90,0,369,0,2887,1445,497,0
1752817,90.65843293492696,3077,0,136,2,549,1,3070,1882,413,0
1799554,133.74709177078844,2039,0,64,0,218,0,1807,1002,327,0
1276852,106.43695212407283,1186,0,270,0,27,0,986,2387,207,0
1785699,115.14558740865655,1543,0,101,0,135,0,1332,1154,245,0
1753742,120.06870860927152,3243,0,247,0,134,0,2733,2620,539,0
1650147,95.86579038395018,2387,0,82,0,413,9,2541,1303,273,0
1740213,108.9098418692471,3626,0,90,0,516,5,3508,1587,498,1
1579655,100.26741440377803,1478,0,58,0,158,0,1331,769,219,0
1629772,87.97529691211402,1902,0,29,0,174,0,1671,637,296,0
1763039,90.77869385983945,3191,0,414,0,997,7,3600,4094,327,2
1793757,83.56134849078792,5847,0,406,0,1399,1,6327,5016,577,2
1501681,98.06692477876106,1550,0,136,0,122,0,1382,1378,227,0
1788463,67.31457871396896,2675,0,176,0,753,4,2903,2112,306,0
1920439,92.09085375133161,5680,0,127,0,759,5,5287,2247,774,2
1698906,106.30127388535031,1511,0,35,0,24,0,1245,570,241,0
1776692,119.2955832389581,2448,0,80,0,121,0,2659,1300,308,0
1601644,94.44052044609666,1919,0,83,0,150,0,1653,1080,295,0
1766416,86.71680790960453,1265,0,79,0,72,0,1078,891,201,0
1743373,83.09152161706906,1548,0,48,0,185,0,1410,707,230,0
1795368,95.1828122809477,3842,0,2597,0,691,3,3643,21702,557,5
1709905,144.83550333439186,2558,1,134,1,449,6,2713,1810,371,3
1729753,96.37379834562933,3845,0,148,0,475,5,3646,2136,538,1
1755903,79.03202778313718,4795,0,89,0,297,2,4177,1648,736,2
1751175,79.60691750408974,2606,0,1263,1,409,0,2467,10661,384,0
1794569,97.92460317460318,1377,0,91,0,44,0,1076,1094,246,0
1586930,79.89797297297298,1291,0,99,0,90,0,1117,1056,201,0
1757814,104.04160216718266,4491,0,102,0,569,6,4199,1759,616,1
1790254,84.40405268490375,3423,0,931,0,560,21,3450,8283,404,1
1679421,108.304140969163,4548,0,321,0,798,8,4664,3635,565,1
1525800,126.60265072765073,3166,0,256,0,425,1,2935,2710,440,0
1843442,129.05673382820785,1535,0,141,0,207,3,1433,1492,218,0
1767788,118.68732193732194,2515,0,68,0,225,0,2219,1065,402,0
1525970,97.64168086314594,1407,0,205,0,149,0,1250,1946,208,0
1700208,99.94674965421854,2549,0,76,0,267,0,2261,1163,410,0
1747687,98.77832919768403,3330,0,51,0,246,0,3845,1043,352,0
1753883,70.91368584758942,3421,0,176,0,260,1,2977,2140,524,2
1788829,105.89664869932037,3526,0,57,0,684,0,3459,1207,469,2
1780396,67.20189113212369,3629,0,208,0,71,5,3027,2418,600,1
1725529,86.8559633027523,2508,0,120,0,642,0,2548,1562,321,0
1801648,72.60512056353292,5596,0,732,0,1050,4,5472,7156,762,2
1815586,92.38110667996013,3420,0,208,0,378,6,3147,2452,500,1
1820108,81.66864490603363,6483,0,100,0,493,1,5650,2163,1044,2
1855050,116.3859649122807,2610,0,421,0,161,0,2185,3954,445,0
1779971,89.44364658133,2392,0,69,0,742,0,2689,1162,230,0
1616974,103.59884652355015,2869,0,108,3,134,7,3905,1761,436,1
1746647,96.21851503759399,1824,0,67,0,236,1,1716,987,254,0
1674432,117.33676207513417,2105,0,54,0,77,0,1696,918,385,0
1763070,70.67960063535284,3617,0,539,0,251,0,3147,5033,545,2
1777308,64.95781379883624,3830,0,161,0,818,3,4876,2614,262,2
842924,75.51347881899872,694,0,41,0,44,0,589,477,119,0
1510077,98.11553784860558,2165,0,52,0,293,0,2195,1014,284,0
1802110,85.40844841592201,5342,0,105,0,705,3,4945,2045,769,2
1808934,94.21288314176245,3939,0,99,0,138,0,1212,3657,212,0
1082480,122.3887987012987,2133,0,68,0,263,0,1922,1018,321,0
1750848,75.45491594498218,1568,0,170,0,223,2,1347,1828,246,0
1882024,78.05054151624549,1739,0,50,0,150,0,1501,788,303,0
1804812,94.81769911504425,3038,1,118,0,232,1,2699,1644,510,3
1776973,77.73745377707343,3041,0,438,0,304,3,2741,4288,461,0
1700256,142.55002565418164,1750,0,32,0,166,1,1636,577,231,0
1764700,95.1945120601903,3779,0,290,0,441,9,3662,3228,494,1
1741738,66.50694777192142,1717,0,147,0,219,4,1577,1598,255,0
1761682,102.26163692785104,3774,0,153,1,1222,6,4416,2252,421,2
1592979,105.80304640453419,2385,0,221,0,217,0,2145,2225,347,0
1748001,77.54599056603773,5716,0,133,0,935,0,7406,2690,527,2
1796803,137.24370629370628,2085,0,606,1,163,5,2290,5376,286,0
1769967,120.20943820224718,1838,0,354,0,31,2,1483,3233,324,0
1764929,132.35685696229197,3035,0,28,0,1684,0,4588,560,207,2
1752464,103.11133280127693,2178,0,105,0,223,0,1946,1295,346,0
1773248,123.75452592819883,2567,0,347,0,345,0,2411,3312,343,0
1170604,137.96975337366217,1938,0,45,0,162,4,1741,762,292,0
1752852,88.32142857142857,2423,0,148,0,145,0,2055,1697,392,0
1800306,60.38573281452659,2017,0,1313,0,525,0,2011,11035,268,0
1775641,85.39359223300971,3930,0,721,0,499,0,3583,6614,620,2
1742715,101.12367640830156,1990,0,214,0,157,0,1719,2140,336,0
1800932,98.95954881369117,2049,0,161,0,361,0,1944,1782,302,0
1788430,60.27346313716911,3986,0,145,3,421,16,11206,4031,913,1
1840676,94.89445604268151,2767,0,287,0,1252,5,3521,3132,200,2
1777434,115.8715429953151,4821,0,450,0,1345,1,5092,4922,538,2
1889785,91.85891990291262,2939,0,111,0,246,0,2949,1623,429,0
2014604,104.87684069611781,2509,0,108,0,368,3,2320,1469,385,0
1795554,83.05683010946169,5953,0,138,0,574,4,5379,2349,859,2
1787411,47.13026052104208,1287,0,93,0,117,0,1123,1025,202,0
1756826,73.88888888888889,2718,0,125,0,168,4,2320,1608,438,0
1766522,86.0676532769556,2130,0,359,0,346,3,2030,3369,314,0
1510301,96.08756038647343,1421,0,149,0,85,1,1267,1441,206,0
1801912,136.17458703939008,3200,0,191,0,540,4,3072,2261,449,0
1790248,94.00468292682926,3553,0,1347,0,225,0,3035,11519,569,2
1783817,104.51720310765816,4925,0,256,0,225,0,4079,3125,892,2
1775142,101.79218440482622,4618,0,364,0,570,1,4196,3919,715,2
1797177,102.07211811470755,2890,0,118,0,514,0,2790,1558,382,0
1785687,101.9486301369863,1459,0,195,0,95,3,1387,1873,201,0
1792824,154.34227330779055,3476,0,187,0,252,0,3014,2210,548,0
1791016,121.45392953929539,1899,0,213,0,102,0,1594,2111,329,0
1863927,108.47956403269755,2058,0,169,1,337,4,2163,1921,279,0
1787036,84.6086956521739,2699,0,76,0,191,1,2415,1230,421,0
1565648,91.71912087912088,2078,0,75,0,122,0,1771,1029,333,0
1681899,131.4228209191759,2749,0,146,0,258,2,2467,1864,420,0
1664530,86.06134603930911,1394,0,23,0,262,0,1334,506,203,0
1792795,91.95960365853658,2094,0,289,0,240,1,1900,2788,326,0
1809730,104.08721215090642,1739,0,39,2,261,0,1774,703,228,0
1737583,110.331650681474,1678,0,86,0,217,0,1552,1031,210,0
1588750,80.14696813977389,1522,0,143,0,281,0,1435,1512,203,0
1767829,82.65069262448522,2009,0,47,0,612,3,2261,760,221,0
1812819,104.5010972933431,1720,0,807,0,207,0,1555,6828,269,0
1776560,177.32552623777053,2759,0,49,0,565,0,2736,980,400,0
1632585,88.14004001143184,2423,0,343,0,733,0,2462,3438,294,0
1732551,84.54222520107238,1332,0,72,0,86,2,1162,880,207,0
1773787,101.17895176446022,3510,0,516,0,751,12,3599,5079,457,1
754307,114.07622641509434,1200,0,39,0,86,0,1030,568,200,0
1699995,115.1249530956848,2192,0,122,0,350,1,2063,1466,303,0
1775271,100.95884773662551,4898,0,137,0,553,1,4335,2220,778,2
1733036,64.75854700854701,1240,0,35,0,129,0,1055,594,211,0
1798462,86.07616179001721,2095,0,69,0,160,0,1817,1004,341,0
1777851,87.8661436043747,3575,0,90,0,537,4,3525,1557,450,1
1812721,95.55233219567691,1405,0,337,0,16,0,1091,3026,239,0
2263741,80.5149863760218,1418,0,256,0,161,0,1260,2367,204,0
1707148,197.26124744376278,1730,0,32,0,193,1,1575,625,246,0
1728666,88.2003832466466,2762,0,118,0,769,4,2963,1625,325,0
1798929,101.67074884561333,3534,0,199,0,1248,0,4150,2557,344,2
1744240,70.09525843656557,1960,0,100,0,281,0,1786,1255,292,0
